keyword,url,title,date_published,snippet,scraped_at
pengembang aplikasi jakarta,https://m.beritajakarta.id/read/136896/dukung-pengembangan-seni-dan-budaya-disbud-dki-luncurkan-aplikasi-si-gaya,"Dukung Pengembangan Seni dan Budaya, Disbud DKI Luncurkan Aplikasi SI-GAYA",,"Dukung Pengembangan Seni dan Budaya, Disbud DKI Luncurkan Aplikasi SI-GAYA",2025-09-17T13:39:44.748619
pengembang aplikasi jakarta,https://www.liputan6.com/tekno/read/5575245/tim-cook-kunjungi-apple-developer-academy-di-jakarta-bertemu-pengembang-muda-berbakat-dan-aplikasi-inspiratif,"Tim Cook Kunjungi Apple Developer Academy di Jakarta, Bertemu Pengembang Muda Berbakat dan Aplikasi Inspiratif",,"Tim Cook Kunjungi Apple Developer Academy di Jakarta, Bertemu Pengembang Muda Berbakat dan Aplikasi Inspiratif",2025-09-17T13:39:44.751888
pengembang aplikasi jakarta,https://news.bsi.ac.id/uncategorized/workshop-programming-untuk-pengembangan-aplikasi-ai-ubsi-siapkan-mahasiswa-menghadapi-tantangan-era-digital/,"Workshop ""Programming untuk Pengembangan Aplikasi AI"": UBSI Siapkan Mahasiswa Menghadapi Tantangan Era Digital",,"Workshop ""Programming untuk Pengembangan Aplikasi AI"": UBSI Siapkan Mahasiswa Menghadapi Tantangan Era Digital",2025-09-17T13:39:44.751888
pengembang aplikasi jakarta,https://umj.ac.id/kabar-kampus/2025/04/tim-dosen-feb-umj-laksanakan-pengembangan-sistem-informasi-anggaran/,Tim Dosen FEB UMJ Laksanakan Pengembangan Sistem Informasi Anggaran,,Tim Dosen FEB UMJ Laksanakan Pengembangan Sistem Informasi Anggaran,2025-09-17T13:39:44.751888
pengembang aplikasi jakarta,https://icjr.or.id/akseskeadilan/,Pemerintah Inggris dan Institute for Criminal Justice Reform Perkuat Akses Terhadap Keadilan Melalui Pengembangan Teknologi Aplikasi Pencari Layanan Hukum,,Pemerintah Inggris dan Institute for Criminal Justice Reform Perkuat Akses Terhadap Keadilan Melalui Pengembangan Teknologi Aplikasi Pencari Layanan Hukum,2025-09-17T13:39:44.751888
pengembang aplikasi jakarta,https://www.researchgate.net/publication/325043137_Pengembangan_aplikasi_Computer_Based_Test_CBT_untuk_Sekolah_Menengah_Atas_SMA,(PDF) Pengembangan aplikasi Computer Based Test (CBT) untuk Sekolah Menengah Atas (SMA),,(PDF) Pengembangan aplikasi Computer Based Test (CBT) untuk Sekolah Menengah Atas (SMA),2025-09-17T13:39:44.753896
pengembang aplikasi jakarta,https://www.antaranews.com/berita/4041549/google-hadirkan-build-with-ai-bagi-pengembang-aplikasi-di-jakarta,Google hadirkan Build with AI bagi pengembang aplikasi di Jakarta,,Google hadirkan Build with AI bagi pengembang aplikasi di Jakarta,2025-09-17T13:39:44.753896
pengembang aplikasi jakarta,https://menpan.go.id/site/berita-terkini/aplikasi-smartasn-dorong-gairah-pengembangan-diri-asn,Aplikasi SmartASN Dorong Gairah Pengembangan Diri ASN,,Aplikasi SmartASN Dorong Gairah Pengembangan Diri ASN,2025-09-17T13:39:44.753896
pengembang aplikasi jakarta,https://www.tempo.co/ekonomi/semua-orang-bisa-jadi-developer-aplikasi-822926,Semua Orang Bisa Menjadi Pengembang Aplikasi,,Semua Orang Bisa Menjadi Pengembang Aplikasi,2025-09-17T13:39:44.753896
pengembang aplikasi jakarta,https://pknstan.ac.id/id/penyusunan,PENYUSUNAN LAPORAN KEUANGAN DAN PENGEMBANGAN APLIKASI AKUNTANSI WAKAF PADA YAYASAN SATU UMAT,,PENYUSUNAN LAPORAN KEUANGAN DAN PENGEMBANGAN APLIKASI AKUNTANSI WAKAF PADA YAYASAN SATU UMAT,2025-09-17T13:39:44.753896
